Smileys & Emotion
face-smiling			
512	U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466	👩‍👩‍👧‍👦	family: woman, woman, girl, boy
513	U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466	👩‍👩‍👦‍👦	family: woman, woman, boy, boy
514	U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467	👩‍👩‍👧‍👧	family: woman, woman, girl, girl
515	U+1F468 U+200D U+1F466	👨‍👦	family: man, boy
516	U+1F468 U+200D U+1F466 U+200D U+1F466	👨‍👦‍👦	family: man, boy, boy
517	U+1F468 U+200D U+1F467	👨‍👧	family: man, girl
518	U+1F468 U+200D U+1F467 U+200D U+1F466	👨‍👧‍👦	family: man, girl, boy
519	U+1F468 U+200D U+1F467 U+200D U+1F467	👨‍👧‍👧	family: man, girl, girl
520	U+1F469 U+200D U+1F466	👩‍👦	family: woman, boy
521	U+1F469 U+200D U+1F466 U+200D U+1F466	👩‍👦‍👦	family: woman, boy, boy
522	U+1F469 U+200D U+1F467	👩‍👧	family: woman, girl
523	U+1F469 U+200D U+1F467 U+200D U+1F466	👩‍👧‍👦	family: woman, girl, boy
524	U+1F469 U+200D U+1F467 U+200D U+1F467	👩‍👧‍👧	family: woman, girl, girl
person-symbol			
525	U+1F5E3	🗣	speaking head
526	U+1F464	👤	bust in silhouette
527	U+1F465	👥	busts in silhouette
528	U+1FAC2	🫂	people hugging
529	U+1F463	👣	footprints
Component			
hair-style			
530	U+1F9B0	🦰	red hair
531	U+1F9B1	🦱	curly hair
532	U+1F9B3	🦳	white hair
533	U+1F9B2	🦲	bald
Animals & Nature			
animal-mammal			
534	U+1F435	🐵	monkey face
535	U+1F412	🐒	monkey
536	U+1F98D	🦍	gorilla
537	U+1F9A7	🦧	orangutan
538	U+1F436	🐶	dog face
539	U+1F415	🐕	dog
540	U+1F9AE	🦮	guide dog
541	U+1F415 U+200D U+1F9BA	🐕‍🦺	service dog
542	U+1F429	🐩	poodle
543	U+1F43A	🐺	wolf
544	U+1F98A	🦊	fox
545	U+1F99D	🦝	raccoon
546	U+1F431	🐱	cat face
547	U+1F408	🐈	cat
548	U+1F408 U+200D U+2B1B	🐈‍⬛	black cat
549	U+1F981	🦁	lion
550	U+1F42F	🐯	tiger face
551	U+1F405	🐅	tiger
552	U+1F406	🐆	leopard
553	U+1F434	🐴	horse face
554	U+1FACE	🫎	moose
555	U+1FACF	🫏	donkey
556	U+1F40E	🐎	horse
557	U+1F984	🦄	unicorn
558	U+1F993	🦓	zebra
559	U+1F98C	🦌	deer
560	U+1F9AC	🦬	bison
561	U+1F42E	🐮	cow face
562	U+1F402	🐂	ox
563	U+1F403	🐃	water buffalo
564	U+1F404	🐄	cow
565	U+1F437	🐷	pig face
566	U+1F416	🐖	pig
567	U+1F417	🐗	boar
568	U+1F43D	🐽	pig nose
569	U+1F40F	🐏	ram
570	U+1F411	🐑	ewe
571	U+1F410	🐐	goat
572	U+1F42A	🐪	camel
573	U+1F42B	🐫	two-hump camel
574	U+1F999	🦙	llama
575	U+1F992	🦒	giraffe
576	U+1F418	🐘	elephant
577	U+1F9A3	🦣	mammoth
578	U+1F98F	🦏	rhinoceros
579	U+1F99B	🦛	hippopotamus
580	U+1F42D	🐭	mouse face
581	U+1F401	🐁	mouse
582	U+1F400	🐀	rat
583	U+1F439	🐹	hamster
584	U+1F430	🐰	rabbit face
585	U+1F407	🐇	rabbit
586	U+1F43F	🐿	chipmunk
587	U+1F9AB	🦫	beaver
588	U+1F994	🦔	hedgehog
589	U+1F987	🦇	bat
590	U+1F43B	🐻	bear
591	U+1F43B U+200D U+2744 U+FE0F	🐻‍❄️	polar bear
592	U+1F428	🐨	koala
593	U+1F43C	🐼	panda
594	U+1F9A5	🦥	sloth
595	U+1F9A6	🦦	otter
596	U+1F9A8	🦨	skunk
597	U+1F998	🦘	kangaroo
598	U+1F9A1	🦡	badger
599	U+1F43E	🐾	paw prints
animal-bird			
600	U+1F983	🦃	turkey
601	U+1F414	🐔	chicken
602	U+1F413	🐓	rooster
603	U+1F423	🐣	hatching chick
604	U+1F424	🐤	baby chick
605	U+1F425	🐥	front-facing baby chick
606	U+1F426	🐦	bird
607	U+1F427	🐧	penguin
608	U+1F54A	🕊	dove
609	U+1F985	🦅	eagle
610	U+1F986	🦆	duck
611	U+1F9A2	🦢	swan
612	U+1F989	🦉	owl
613	U+1F9A4	🦤	dodo
614	U+1FAB6	🪶	feather
615	U+1F9A9	🦩	flamingo
616	U+1F99A	🦚	peacock
617	U+1F99C	🦜	parrot
618	U+1FABD	🪽	wing
619	U+1F426 U+200D U+2B1B	🐦‍⬛	black bird
620	U+1FABF	🪿	goose
animal-amphibian			
621	U+1F438	🐸	frog
animal-reptile			
622	U+1F40A	🐊	crocodile
623	U+1F422	🐢	turtle
624	U+1F98E	🦎	lizard
625	U+1F40D	🐍	snake
626	U+1F432	🐲	dragon face
627	U+1F409	🐉	dragon
628	U+1F995	🦕	sauropod
629	U+1F996	🦖	T-Rex
animal-marine			
630	U+1F433	🐳	spouting whale
631	U+1F40B	🐋	whale
632	U+1F42C	🐬	dolphin
633	U+1F9AD	🦭	seal
634	U+1F41F	🐟	fish
635	U+1F420	🐠	tropical fish
636	U+1F421	🐡	blowfish
637	U+1F988	🦈	shark
638	U+1F419	🐙	octopus
639	U+1F41A	🐚	spiral shell
640	U+1FAB8	🪸	coral
641	U+1FABC	🪼	jellyfish
animal-bug			
642	U+1F40C	🐌	snail
643	U+1F98B	🦋	butterfly
644	U+1F41B	🐛	bug
645	U+1F41C	🐜	ant
646	U+1F41D	🐝	honeybee
647	U+1FAB2	🪲	beetle
648	U+1F41E	🐞	lady beetle
649	U+1F997	🦗	cricket
650	U+1FAB3	🪳	cockroach
651	U+1F577	🕷	spider
652	U+1F578	🕸	spider web
653	U+1F982	🦂	scorpion
654	U+1F99F	🦟	mosquito
655	U+1FAB0	🪰	fly
656	U+1FAB1	🪱	worm
657	U+1F9A0	🦠	microbe
plant-flower			
658	U+1F490	💐	bouquet
659	U+1F338	🌸	cherry blossom
660	U+1F4AE	💮	white flower
661	U+1FAB7	🪷	lotus
662	U+1F3F5	🏵	rosette
663	U+1F339	🌹	rose
664	U+1F940	🥀	wilted flower
665	U+1F33A	🌺	hibiscus
666	U+1F33B	🌻	sunflower
667	U+1F33C	🌼	blossom
668	U+1F337	🌷	tulip
669	U+1FABB	🪻	hyacinth
plant-other			
670	U+1F331	🌱	seedling
671	U+1FAB4	🪴	potted plant
672	U+1F332	🌲	evergreen tree
673	U+1F333	🌳	deciduous tree
674	U+1F334	🌴	palm tree
675	U+1F335	🌵	cactus
676	U+1F33E	🌾	sheaf of rice
677	U+1F33F	🌿	herb
678	U+2618	☘	shamrock
679	U+1F340	🍀	four leaf clover
680	U+1F341	🍁	maple leaf
681	U+1F342	🍂	fallen leaf
682	U+1F343	🍃	leaf fluttering in wind
683	U+1FAB9	🪹	empty nest
684	U+1FABA	🪺	nest with eggs
685	U+1F344	🍄	mushroom
Food & Drink			
food-fruit			
686	U+1F347	🍇	grapes
687	U+1F348	🍈	melon
688	U+1F349	🍉	watermelon
689	U+1F34A	🍊	tangerine
690	U+1F34B	🍋	lemon
691	U+1F34C	🍌	banana
692	U+1F34D	🍍	pineapple
693	U+1F96D	🥭	mango
694	U+1F34E	🍎	red apple
695	U+1F34F	🍏	green apple
696	U+1F350	🍐	pear
697	U+1F351	🍑	peach
698	U+1F352	🍒	cherries
699	U+1F353	🍓	strawberry
700	U+1FAD0	🫐	blueberries
701	U+1F95D	🥝	kiwi fruit
702	U+1F345	🍅	tomato
703	U+1FAD2	🫒	olive
704	U+1F965	🥥	coconut
food-vegetable			
705	U+1F951	🥑	avocado
706	U+1F346	🍆	eggplant
707	U+1F954	🥔	potato
708	U+1F955	🥕	carrot
709	U+1F33D	🌽	ear of corn
710	U+1F336	🌶	hot pepper
711	U+1FAD1	🫑	bell pepper
712	U+1F952	🥒	cucumber
713	U+1F96C	🥬	leafy green
714	U+1F966	🥦	broccoli
715	U+1F9C4	🧄	garlic
716	U+1F9C5	🧅	onion
717	U+1F95C	🥜	peanuts
718	U+1FAD8	🫘	beans
719	U+1F330	🌰	chestnut
720	U+1FADA	🫚	ginger root
721	U+1FADB	🫛	pea pod
food-prepared			
722	U+1F35E	🍞	bread
723	U+1F950	🥐	croissant
724	U+1F956	🥖	baguette bread
725	U+1FAD3	🫓	flatbread
726	U+1F968	🥨	pretzel
727	U+1F96F	🥯	bagel
728	U+1F95E	🥞	pancakes
729	U+1F9C7	🧇	waffle
730	U+1F9C0	🧀	cheese wedge
731	U+1F356	🍖	meat on bone
732	U+1F357	🍗	poultry leg
733	U+1F969	🥩	cut of meat
734	U+1F953	🥓	bacon
735	U+1F354	🍔	hamburger
736	U+1F35F	🍟	french fries
737	U+1F355	🍕	pizza
738	U+1F32D	🌭	hot dog
739	U+1F96A	🥪	sandwich
740	U+1F32E	🌮	taco
741	U+1F32F	🌯	burrito
742	U+1FAD4	🫔	tamale
743	U+1F959	🥙	stuffed flatbread
744	U+1F9C6	🧆	falafel
745	U+1F95A	🥚	egg
746	U+1F373	🍳	cooking
747	U+1F958	🥘	shallow pan of food
748	U+1F372	🍲	pot of food
749	U+1FAD5	🫕	fondue
750	U+1F963	🥣	bowl with spoon
751	U+1F957	🥗	green salad
752	U+1F37F	🍿	popcorn
753	U+1F9C8	🧈	butter
754	U+1F9C2	🧂	salt
755	U+1F96B	🥫	canned food
food-asian			
756	U+1F371	🍱	bento box
757	U+1F358	🍘	rice cracker
758	U+1F359	🍙	rice ball
759	U+1F35A	🍚	cooked rice
760	U+1F35B	🍛	curry rice
761	U+1F35C	🍜	steaming bowl
762	U+1F35D	🍝	spaghetti
763	U+1F360	🍠	roasted sweet potato
764	U+1F362	🍢	oden
765	U+1F363	🍣	sushi
766	U+1F364	🍤	fried shrimp
767	U+1F365	🍥	fish cake with swirl
768	U+1F96E	🥮	moon cake
769	U+1F361	🍡	dango
770	U+1F95F	🥟	dumpling
771	U+1F960	🥠	fortune cookie
772	U+1F961	🥡	takeout box
food-marine			
773	U+1F980	🦀	crab
774	U+1F99E	🦞	lobster
775	U+1F990	🦐	shrimp
776	U+1F991	🦑	squid
777	U+1F9AA	🦪	oyster
food-sweet			
778	U+1F366	🍦	soft ice cream
779	U+1F367	🍧	shaved ice
780	U+1F368	🍨	ice cream
781	U+1F369	🍩	doughnut
782	U+1F36A	🍪	cookie
783	U+1F382	🎂	birthday cake
784	U+1F370	🍰	shortcake
785	U+1F9C1	🧁	cupcake
786	U+1F967	🥧	pie
787	U+1F36B	🍫	chocolate bar
788	U+1F36C	🍬	candy
789	U+1F36D	🍭	lollipop
790	U+1F36E	🍮	custard
791	U+1F36F	🍯	honey pot
drink			
792	U+1F37C	🍼	baby bottle
793	U+1F95B	🥛	glass of milk
794	U+2615	☕	hot beverage
795	U+1FAD6	🫖	teapot
796	U+1F375	🍵	teacup without handle
797	U+1F376	🍶	sake
798	U+1F37E	🍾	bottle with popping cork
799	U+1F377	🍷	wine glass
800	U+1F378	🍸	cocktail glass
801	U+1F379	🍹	tropical drink
802	U+1F37A	🍺	beer mug
803	U+1F37B	🍻	clinking beer mugs
804	U+1F942	🥂	clinking glasses
805	U+1F943	🥃	tumbler glass
806	U+1FAD7	🫗	pouring liquid
807	U+1F964	🥤	cup with straw
808	U+1F9CB	🧋	bubble tea
809	U+1F9C3	🧃	beverage box
810	U+1F9C9	🧉	mate
811	U+1F9CA	🧊	ice
dishware			
812	U+1F962	🥢	chopsticks
813	U+1F37D	🍽	fork and knife with plate
814	U+1F374	🍴	fork and knife
815	U+1F944	🥄	spoon
816	U+1F52A	🔪	kitchen knife
817	U+1FAD9	🫙	jar
818	U+1F3FA	🏺	amphora
Travel & Places			
place-map			
819	U+1F30D	🌍	globe showing Europe-Africa
820	U+1F30E	🌎	globe showing Americas
821	U+1F30F	🌏	globe showing Asia-Australia
822	U+1F310	🌐	globe with meridians
823	U+1F5FA	🗺	world map
824	U+1F5FE	🗾	map of Japan
825	U+1F9ED	🧭	compass
place-geographic			
826	U+1F3D4	🏔	snow-capped mountain
827	U+26F0	⛰	mountain
828	U+1F30B	🌋	volcano
829	U+1F5FB	🗻	mount fuji
830	U+1F3D5	🏕	camping
831	U+1F3D6	🏖	beach with umbrella
832	U+1F3DC	🏜	desert
833	U+1F3DD	🏝	desert island
834	U+1F3DE	🏞	national park
place-building			
835	U+1F3DF	🏟	stadium
836	U+1F3DB	🏛	classical building
837	U+1F3D7	🏗	building construction
838	U+1F9F1	🧱	brick
839	U+1FAA8	🪨	rock
840	U+1FAB5	🪵	wood
841	U+1F6D6	🛖	hut
842	U+1F3D8	🏘	houses
843	U+1F3DA	🏚	derelict house
844	U+1F3E0	🏠	house
845	U+1F3E1	🏡	house with garden
846	U+1F3E2	🏢	office building
847	U+1F3E3	🏣	Japanese post office
848	U+1F3E4	🏤	post office
849	U+1F3E5	🏥	hospital
850	U+1F3E6	🏦	bank
851	U+1F3E8	🏨	hotel
852	U+1F3E9	🏩	love hotel
853	U+1F3EA	🏪	convenience store
854	U+1F3EB	🏫	school
855	U+1F3EC	🏬	department store
856	U+1F3ED	🏭	factory
857	U+1F3EF	🏯	Japanese castle
858	U+1F3F0	🏰	castle
859	U+1F492	💒	wedding
860	U+1F5FC	🗼	Tokyo tower
861	U+1F5FD	🗽	Statue of Liberty
place-religious			
862	U+26EA	⛪	church
863	U+1F54C	🕌	mosque
864	U+1F6D5	🛕	hindu temple
865	U+1F54D	🕍	synagogue
866	U+26E9	⛩	shinto shrine
867	U+1F54B	🕋	kaaba
place-other			
868	U+26F2	⛲	fountain
869	U+26FA	⛺	tent
870	U+1F301	🌁	foggy
871	U+1F303	🌃	night with stars
872	U+1F3D9	🏙	cityscape
873	U+1F304	🌄	sunrise over mountains
874	U+1F305	🌅	sunrise
875	U+1F306	🌆	cityscape at dusk
876	U+1F307	🌇	sunset
877	U+1F309	🌉	bridge at night
878	U+2668	♨	hot springs
879	U+1F3A0	🎠	carousel horse
880	U+1F6DD	🛝	playground slide
881	U+1F3A1	🎡	ferris wheel
882	U+1F3A2	🎢	roller coaster
883	U+1F488	💈	barber pole
884	U+1F3AA	🎪	circus tent
transport-ground			
885	U+1F682	🚂	locomotive
886	U+1F683	🚃	railway car
887	U+1F684	🚄	high-speed train
888	U+1F685	🚅	bullet train
889	U+1F686	🚆	train
890	U+1F687	🚇	metro
891	U+1F688	🚈	light rail
892	U+1F689	🚉	station
893	U+1F68A	🚊	tram
894	U+1F69D	🚝	monorail
895	U+1F69E	🚞	mountain railway
896	U+1F68B	🚋	tram car
897	U+1F68C	🚌	bus
898	U+1F68D	🚍	oncoming bus
899	U+1F68E	🚎	trolleybus
900	U+1F690	🚐	minibus
901	U+1F691	🚑	ambulance
902	U+1F692	🚒	fire engine
903	U+1F693	🚓	police car
904	U+1F694	🚔	oncoming police car
905	U+1F695	🚕	taxi
906	U+1F696	🚖	oncoming taxi
907	U+1F697	🚗	automobile
908	U+1F698	🚘	oncoming automobile
909	U+1F699	🚙	sport utility vehicle
910	U+1F6FB	🛻	pickup truck
911	U+1F69A	🚚	delivery truck
912	U+1F69B	🚛	articulated lorry
913	U+1F69C	🚜	tractor
914	U+1F3CE	🏎	racing car
915	U+1F3CD	🏍	motorcycle
916	U+1F6F5	🛵	motor scooter
917	U+1F9BD	🦽	manual wheelchair
918	U+1F9BC	🦼	motorized wheelchair
919	U+1F6FA	🛺	auto rickshaw
920	U+1F6B2	🚲	bicycle
921	U+1F6F4	🛴	kick scooter
922	U+1F6F9	🛹	skateboard
923	U+1F6FC	🛼	roller skate
924	U+1F68F	🚏	bus stop
925	U+1F6E3	🛣	motorway
926	U+1F6E4	🛤	railway track
927	U+1F6E2	🛢	oil drum
928	U+26FD	⛽	fuel pump
929	U+1F6DE	🛞	wheel
930	U+1F6A8	🚨	police car light
931	U+1F6A5	🚥	horizontal traffic light
932	U+1F6A6	🚦	vertical traffic light
933	U+1F6D1	🛑	stop sign
934	U+1F6A7	🚧	construction
935	U+2693	⚓	anchor
936	U+1F6DF	🛟	ring buoy
937	U+26F5	⛵	sailboat
938	U+1F6F6	🛶	canoe
939	U+1F6A4	🚤	speedboat
940	U+1F6F3	🛳	passenger ship
941	U+26F4	⛴	ferry
942	U+1F6E5	🛥	motor boat
943	U+1F6A2	🚢	ship
transport-air			
944	U+2708	✈	airplane
945	U+1F6E9	🛩	small airplane
946	U+1F6EB	🛫	airplane departure
947	U+1F6EC	🛬	airplane arrival
948	U+1FA82	🪂	parachute
949	U+1F4BA	💺	seat
950	U+1F681	🚁	helicopter
951	U+1F69F	🚟	suspension railway
952	U+1F6A0	🚠	mountain cableway
953	U+1F6A1	🚡	aerial tramway
954	U+1F6F0	🛰	satellite
955	U+1F680	🚀	rocket
956	U+1F6F8	🛸	flying saucer
hotel			
957	U+1F6CE	🛎	bellhop bell
958	U+1F9F3	🧳	luggage
time			
959	U+231B	⌛	hourglass done
960	U+23F3	⏳	hourglass not done
961	U+231A	⌚	watch
962	U+23F0	⏰	alarm clock
963	U+23F1	⏱	stopwatch
964	U+23F2	⏲	timer clock
965	U+1F570	🕰	mantelpiece clock
966	U+1F55B	🕛	twelve o’clock
967	U+1F567	🕧	twelve-thirty
968	U+1F550	🕐	one o’clock
969	U+1F55C	🕜	one-thirty
970	U+1F551	🕑	two o’clock
971	U+1F55D	🕝	two-thirty
972	U+1F552	🕒	three o’clock
973	U+1F55E	🕞	three-thirty
974	U+1F553	🕓	four o’clock
975	U+1F55F	🕟	four-thirty
976	U+1F554	🕔	five o’clock
977	U+1F560	🕠	five-thirty
978	U+1F555	🕕	six o’clock
979	U+1F561	🕡	six-thirty
980	U+1F556	🕖	seven o’clock
981	U+1F562	🕢	seven-thirty
982	U+1F557	🕗	eight o’clock
983	U+1F563	🕣	eight-thirty
984	U+1F558	🕘	nine o’clock
985	U+1F564	🕤	nine-thirty
986	U+1F559	🕙	ten o’clock
987	U+1F565	🕥	ten-thirty
988	U+1F55A	🕚	eleven o’clock
989	U+1F566	🕦	eleven-thirty
sky & weather			
№	Code	Browser	CLDR Short Name
990	U+1F311	🌑	new moon
991	U+1F312	🌒	waxing crescent moon
992	U+1F313	🌓	first quarter moon
993	U+1F314	🌔	waxing gibbous moon
994	U+1F315	🌕	full moon
995	U+1F316	🌖	waning gibbous moon
996	U+1F317	🌗	last quarter moon
997	U+1F318	🌘	waning crescent moon
998	U+1F319	🌙	crescent moon
999	U+1F31A	🌚	new moon face
1000	U+1F31B	🌛	first quarter moon face
1001	U+1F31C	🌜	last quarter moon face
1002	U+1F321	🌡	thermometer
1003	U+2600	☀	sun
1004	U+1F31D	🌝	full moon face
1005	U+1F31E	🌞	sun with face
1006	U+1FA90	🪐	ringed planet
1007	U+2B50	⭐	star
1008	U+1F31F	🌟	glowing star
1009	U+1F320	🌠	shooting star
1010	U+1F30C	🌌	milky way
1011	U+2601	☁	cloud
1012	U+26C5	⛅	sun behind cloud
1013	U+26C8	⛈	cloud with lightning and rain
1014	U+1F324	🌤	sun behind small cloud
1015	U+1F325	🌥	sun behind large cloud
1016	U+1F326	🌦	sun behind rain cloud
1017	U+1F327	🌧	cloud with rain
1018	U+1F328	🌨	cloud with snow
1019	U+1F329	🌩	cloud with lightning
1020	U+1F32A	🌪	tornado
1021	U+1F32B	🌫	fog
1022	U+1F32C	🌬	wind face
1023	U+1F300	🌀	cyclone
1024	U+1F308	🌈	rainbow
1025	U+1F302	🌂	closed umbrella
1026	U+2602	☂	umbrella
1027	U+2614	☔	umbrella with rain drops
1028	U+26F1	⛱	umbrella on ground
1029	U+26A1	⚡	high voltage
1030	U+2744	❄	snowflake
1031	U+2603	☃	snowman
1032	U+26C4	⛄	snowman without snow
1033	U+2604	☄	comet
1034	U+1F525	🔥	fire
1035	U+1F4A7	💧	droplet
1036	U+1F30A	🌊	water wave
Activities			
event			
1037	U+1F383	🎃	jack-o-lantern
1038	U+1F384	🎄	Christmas tree
1039	U+1F386	🎆	fireworks
1040	U+1F387	🎇	sparkler
1041	U+1F9E8	🧨	firecracker
1042	U+2728	✨	sparkles
1043	U+1F388	🎈	balloon
1044	U+1F389	🎉	party popper
1045	U+1F38A	🎊	confetti ball
1046	U+1F38B	🎋	tanabata tree
1047	U+1F38D	🎍	pine decoration
1048	U+1F38E	🎎	Japanese dolls
1049	U+1F38F	🎏	carp streamer
1050	U+1F390	🎐	wind chime
1051	U+1F391	🎑	moon viewing ceremony
1052	U+1F9E7	🧧	red envelope
1053	U+1F380	🎀	ribbon
1054	U+1F381	🎁	wrapped gift
1055	U+1F397	🎗	reminder ribbon
1056	U+1F39F	🎟	admission tickets
1057	U+1F3AB	🎫	ticket
award-medal			
1058	U+1F396	🎖	military medal
1059	U+1F3C6	🏆	trophy
1060	U+1F3C5	🏅	sports medal
1061	U+1F947	🥇	1st place medal
1062	U+1F948	🥈	2nd place medal
1063	U+1F949	🥉	3rd place medal
sport			
1064	U+26BD	⚽	soccer ball
1065	U+26BE	⚾	baseball
1066	U+1F94E	🥎	softball
1067	U+1F3C0	🏀	basketball
1068	U+1F3D0	🏐	volleyball
1069	U+1F3C8	🏈	american football
1070	U+1F3C9	🏉	rugby football
1071	U+1F3BE	🎾	tennis
1072	U+1F94F	🥏	flying disc
1073	U+1F3B3	🎳	bowling
1074	U+1F3CF	🏏	cricket game
1075	U+1F3D1	🏑	field hockey
1076	U+1F3D2	🏒	ice hockey
1077	U+1F94D	🥍	lacrosse
1078	U+1F3D3	🏓	ping pong
1079	U+1F3F8	🏸	badminton
1080	U+1F94A	🥊	boxing glove
1081	U+1F94B	🥋	martial arts uniform
1082	U+1F945	🥅	goal net
1083	U+26F3	⛳	flag in hole
1084	U+26F8	⛸	ice skate
1085	U+1F3A3	🎣	fishing pole
1086	U+1F93F	🤿	diving mask
1087	U+1F3BD	🎽	running shirt
1088	U+1F3BF	🎿	skis
1089	U+1F6F7	🛷	sled
1090	U+1F94C	🥌	curling stone
game			
1091	U+1F3AF	🎯	bullseye
1092	U+1FA80	🪀	yo-yo
1093	U+1FA81	🪁	kite
1094	U+1F52B	🔫	water pistol
1095	U+1F3B1	🎱	pool 8 ball
1096	U+1F52E	🔮	crystal ball
1097	U+1FA84	🪄	magic wand
1098	U+1F3AE	🎮	video game
1099	U+1F579	🕹	joystick
1100	U+1F3B0	🎰	slot machine
1101	U+1F3B2	🎲	game die
1102	U+1F9E9	🧩	puzzle piece
1103	U+1F9F8	🧸	teddy bear
1104	U+1FA85	🪅	piñata
1105	U+1FAA9	🪩	mirror ball
1106	U+1FA86	🪆	nesting dolls
1107	U+2660	♠	spade suit
1108	U+2665	♥	heart suit
1109	U+2666	♦	diamond suit
1110	U+2663	♣	club suit
1111	U+265F	♟	chess pawn
1112	U+1F0CF	🃏	joker
1113	U+1F004	🀄	mahjong red dragon
1114	U+1F3B4	🎴	flower playing cards
arts & crafts			
1115	U+1F3AD	🎭	performing arts
1116	U+1F5BC	🖼	framed picture
1117	U+1F3A8	🎨	artist palette
1118	U+1F9F5	🧵	thread
1119	U+1FAA1	🪡	sewing needle
1120	U+1F9F6	🧶	yarn
1121	U+1FAA2	🪢	knot
Objects			
clothing			
1122	U+1F453	👓	glasses
1123	U+1F576	🕶	sunglasses
1124	U+1F97D	🥽	goggles
1125	U+1F97C	🥼	lab coat
1126	U+1F9BA	🦺	safety vest
1127	U+1F454	👔	necktie
1128	U+1F455	👕	t-shirt
1129	U+1F456	👖	jeans
1130	U+1F9E3	🧣	scarf
1131	U+1F9E4	🧤	gloves
1132	U+1F9E5	🧥	coat
1133	U+1F9E6	🧦	socks
1134	U+1F457	👗	dress
1135	U+1F458	👘	kimono
1136	U+1F97B	🥻	sari
1137	U+1FA71	🩱	one-piece swimsuit
1138	U+1FA72	🩲	briefs
1139	U+1FA73	🩳	shorts
1140	U+1F459	👙	bikini
1141	U+1F45A	👚	woman’s clothes
1142	U+1FAAD	🪭	folding hand fan
1143	U+1F45B	👛	purse
1144	U+1F45C	👜	handbag
1145	U+1F45D	👝	clutch bag
1146	U+1F6CD	🛍	shopping bags
1147	U+1F392	🎒	backpack
1148	U+1FA74	🩴	thong sandal
1149	U+1F45E	👞	man’s shoe
1150	U+1F45F	👟	running shoe
1151	U+1F97E	🥾	hiking boot
1152	U+1F97F	🥿	flat shoe
1153	U+1F460	👠	high-heeled shoe
1154	U+1F461	👡	woman’s sandal
1155	U+1FA70	🩰	ballet shoes
1156	U+1F462	👢	woman’s boot
1157	U+1FAAE	🪮	hair pick
1158	U+1F451	👑	crown
1159	U+1F452	👒	woman’s hat
1160	U+1F3A9	🎩	top hat
1161	U+1F393	🎓	graduation cap
1162	U+1F9E2	🧢	billed cap
1163	U+1FA96	🪖	military helmet
1164	U+26D1	⛑	rescue worker’s helmet
1165	U+1F4FF	📿	prayer beads
1166	U+1F484	💄	lipstick
1167	U+1F48D	💍	ring
1168	U+1F48E	💎	gem stone
sound			
1169	U+1F507	🔇	muted speaker
1170	U+1F508	🔈	speaker low volume
1171	U+1F509	🔉	speaker medium volume
1172	U+1F50A	🔊	speaker high volume
1173	U+1F4E2	📢	loudspeaker
1174	U+1F4E3	📣	megaphone
1175	U+1F4EF	📯	postal horn
1176	U+1F514	🔔	bell
1177	U+1F515	🔕	bell with slash
music			
1178	U+1F3BC	🎼	musical score
1179	U+1F3B5	🎵	musical note
1180	U+1F3B6	🎶	musical notes
1181	U+1F399	🎙	studio microphone
1182	U+1F39A	🎚	level slider
1183	U+1F39B	🎛	control knobs
1184	U+1F3A4	🎤	microphone
1185	U+1F3A7	🎧	headphone
1186	U+1F4FB	📻	radio
musical-instrument			
1187	U+1F3B7	🎷	saxophone
1188	U+1FA97	🪗	accordion
1189	U+1F3B8	🎸	guitar
1190	U+1F3B9	🎹	musical keyboard
1191	U+1F3BA	🎺	trumpet
1192	U+1F3BB	🎻	violin
1193	U+1FA95	🪕	banjo
1194	U+1F941	🥁	drum
1195	U+1FA98	🪘	long drum
1196	U+1FA87	🪇	maracas
1197	U+1FA88	🪈	flute
phone			
1198	U+1F4F1	📱	mobile phone
1199	U+1F4F2	📲	mobile phone with arrow
1200	U+260E	☎	telephone
1201	U+1F4DE	📞	telephone receiver
1202	U+1F4DF	📟	pager
1203	U+1F4E0	📠	fax machine
computer			
1204	U+1F50B	🔋	battery
1205	U+1FAAB	🪫	low battery
1206	U+1F50C	🔌	electric plug
1207	U+1F4BB	💻	laptop
1208	U+1F5A5	🖥	desktop computer
1209	U+1F5A8	🖨	printer
1210	U+2328	⌨	keyboard
1211	U+1F5B1	🖱	computer mouse
1212	U+1F5B2	🖲	trackball
1213	U+1F4BD	💽	computer disk
1214	U+1F4BE	💾	floppy disk
1215	U+1F4BF	💿	optical disk
1216	U+1F4C0	📀	dvd
1217	U+1F9EE	🧮	abacus
light & video			
1218	U+1F3A5	🎥	movie camera
1219	U+1F39E	🎞	film frames
1220	U+1F4FD	📽	film projector
1221	U+1F3AC	🎬	clapper board
1222	U+1F4FA	📺	television
1223	U+1F4F7	📷	camera
1224	U+1F4F8	📸	camera with flash
1225	U+1F4F9	📹	video camera
1226	U+1F4FC	📼	videocassette
1227	U+1F50D	🔍	magnifying glass tilted left
1228	U+1F50E	🔎	magnifying glass tilted right
1229	U+1F56F	🕯	candle
1230	U+1F4A1	💡	light bulb
1231	U+1F526	🔦	flashlight
1232	U+1F3EE	🏮	red paper lantern
1233	U+1FA94	🪔	diya lamp
book-paper			
1234	U+1F4D4	📔	notebook with decorative cover
1235	U+1F4D5	📕	closed book
1236	U+1F4D6	📖	open book
1237	U+1F4D7	📗	green book
1238	U+1F4D8	📘	blue book
